"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Created by user ID","hs_created_by_user_id","number","The user who created this record. This value is set automatically by HubSpot.","lead_information","false","","true","true","false","true","false","true","HubSpot","","65.75%","",""
"Object create date/time","hs_createdate","datetime","The date and time at which this object was created. This value is automatically set by HubSpot and may not be modified.","lead_information","false","","true","true","false","false","false","true","HubSpot","Rollup property (3); Report (38); Pipeline object tag (2); Dashboard (4)","100%","",""
"Last Activity Date","hs_last_activity_date","datetime","The date of the last activity. Defaults to the date of the primary associated contact. If not present, looks to the date of the primary associated company.","lead_information","false","","true","true","true","false","false","true","HubSpot","Sales view (1); Properties v3 card (1)","98.96%","",""
"Last Engagement Date","hs_last_engagement_timestamp","datetime","If primary contact exists, the last time the contact engaged with your site or a form, document, meetings link, or tracked email. This doesn't include marketing emails or emails to multiple contacts. Otherwise it is the last time for the associated company","lead_information","false","","true","true","true","false","false","true","HubSpot","Sales view (1)","61%","",""
"Last Engagement Type","hs_last_engagement_type","enumeration","If primary contact exists, the type of the last engagement the contact performed. This doesn't include marketing emails or emails to multiple contacts. Otherwise it is the type of the last engagement for the associated company","lead_information","false","","true","true","true","false","false","true","HubSpot","","59.62%","",""
"Lead Time of Last Session","hs_last_webpage_visit_timestamp","datetime","If the associated contact exists, the timestamp for the start of the most recent session for this contact to your website. Otherwise the timestamp for the start of the most recent session for the associated company to your website.","lead_information","false","","true","true","true","false","false","true","HubSpot","","47.71%","",""
"Object last modified date/time","hs_lastmodifieddate","datetime","Most recent timestamp of any property update for this object. This includes HubSpot internal properties, which can be visible or hidden. This property is updated automatically.","lead_information","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)","100%","",""
"Associated Deal Pipeline Stage","hs_lead_associated_deal_pipeline_stage","enumeration","The pipeline stage of the primary associated deal","lead_information","false","","true","true","false","true","false","true","HubSpot","Pipeline object tag (1)","2.85%","",""
"Associated deals","hs_lead_associated_deals_count","number","Number of associated deals for a given lead.","lead_information","false","","true","false","false","false","false","true","HubSpot","Inbounddb lists (1); Report (3); Properties v3 card (1)","100%","",""
"Call Count","hs_lead_call_count","number","The number of calls made to this lead","lead_information","false","","true","true","true","false","false","true","HubSpot","Report (2); Properties v3 card (1)","100%","",""
"Closed won deal amount","hs_lead_closed_won_deals_amount","number","The total amount of the lead's associated deals that are closed-won","lead_information","false","","true","true","false","false","false","true","HubSpot","Report (8)","0.17%","",""
"Message Thread Count","hs_lead_communication_count","number","The number of message threads (SMS, LinkedIn, WhatsApp) opened with this lead","lead_information","false","","true","true","true","false","false","true","HubSpot","Automation platform flow (1); Properties v3 card (1)","100%","",""
"Lead Disqualification Note","hs_lead_disqualification_note","string","A note on why the lead was disqualified ","lead_information","false","","false","true","false","false","false","true","HubSpot","Dependent conditional field (4); Controlling pipeline stage field (4)","15.27%","",""
"Disqualification Reason","hs_lead_disqualification_reason","enumeration","Dropdown list of reasons for disqualification","lead_information","false","Bad Timing (BAD_TIMING); Budget Constraints (BUDGET_CONSTRAINTS); No Decision-making Power (NO_DECISION_MAKING_POWER); Competitor Preference (COMPETITOR_PREFERENCE); Product has Not a Good Fit (NOT_A_GOOD_FIT); No Commercial Interest (NO_INTEREST); Prior Negative Experience (PRIOR_NEGATIVE_EXPERIENCE); Lacked functionality (TECHNICAL_LIMITATIONS); Wrong Data; No Response; Smaller than Deer","false","false","false","false","false","true","HubSpot","Automation platform flow (1); Report (3); Dependent conditional field (4); Controlling pipeline stage field (4)","30.37%","",""
"Email Count","hs_lead_email_count","number","The number of emails sent to this lead","lead_information","false","","true","true","true","false","false","true","HubSpot","Automation platform flow (1); Report (2); Properties v3 card (1)","100%","",""
"First Outreach Date","hs_lead_first_outreach_date","datetime","The date of the first outreach (call, email, meeting or other communication) from the sales rep to the lead.","lead_information","false","","true","true","true","false","false","true","HubSpot","Properties v3 card (1)","26.23%","",""
"Lead flow id","hs_lead_flow_id","number","Flow id of the workflow that created this lead","lead_information","false","","true","true","false","true","false","true","HubSpot","","31.41%","",""
"Open leads","hs_lead_is_open","number","Whether the lead's pipeline stage has any category other than `QUALIFIED` or `UNQUALIFIED`","lead_information","false","","true","true","false","false","false","true","HubSpot","Report (11)","100%","",""
"Is Open","hs_lead_is_open_v2","bool","Whether the lead's pipeline stage has category ""Not started"" or ""In progress""","lead_information","false","Yes (true); No (false)","true","true","true","false","false","true","HubSpot","","100%","",""
"Lead Label","hs_lead_label","enumeration","Current status of a given lead","lead_information","false","Hot (HOT); Warm (WARM); Cold (COLD)","false","false","false","false","false","true","HubSpot","Automation platform flow (6); Object requirement (1); Report (2); Sales view (1); Properties v3 card (1)","33.05%","",""
"Meeting Count","hs_lead_meeting_count","number","The number of meetings booked with this lead","lead_information","false","","true","true","true","false","false","true","HubSpot","Report (4); Properties v3 card (1)","100%","",""
"Lead Name","hs_lead_name","string","The full name of the lead.","lead_information","false","","false","true","false","false","false","true","HubSpot","Automation platform flow (8); Object requirement (1); Report (4); Sales view (17); Properties v3 card (1)","100%","",""
"Outreach activity count","hs_lead_outreach_activity_count","number","The total number of outreach activities (call, email, meeting or other communication) from the sales rep to the lead.","lead_information","false","","true","true","true","false","false","true","HubSpot","Report (5); Pipeline object tag (3); Properties v3 card (1)","100%","",""
"Open deal amount","hs_lead_pipeline_value","number","The total value of any open deals associated with this lead","lead_information","false","","true","true","false","false","false","true","HubSpot","Report (15)","0.78%","",""
"Lead Source","hs_lead_source","enumeration","The analytics source of the lead, inherited from primary associated contact or company at the time of lead creation","lead_information","false","Organic Search (ORGANIC_SEARCH); Paid Search (PAID_SEARCH); Email Marketing (EMAIL_MARKETING); Organic Social (SOCIAL_MEDIA); Referrals (REFERRALS); Other Campaigns (OTHER_CAMPAIGNS); Direct Traffic (DIRECT_TRAFFIC); Offline Sources (OFFLINE); Paid Social (PAID_SOCIAL)","true","true","false","false","false","true","HubSpot","Report (3); Sales view (17); Properties v3 card (1)","89.21%","",""
"Initial company lifecycle stage","hs_lead_source_company_lifecycle_stage","string","The first detected lifecycle stage on a company associated with the lead as that lead's primary company. Not updated after initial value set. ","lead_information","false","","true","true","false","false","false","true","HubSpot","","97.5%","",""
"Initial contact lifecycle stage","hs_lead_source_contact_lifecycle_stage","string","The first detected lifecycle stage on a contact associated with the lead as that lead's primary contact. Not updated after initial value set.","lead_information","false","","true","true","false","false","false","true","HubSpot","","46.42%","",""
"Initial source lifecycle stage","hs_lead_source_lifecycle_stage","string","The lifecycle stage of the primary associated contact or company at the time of lead creation","lead_information","false","","true","true","true","false","false","true","HubSpot","","100%","",""
"Time to First Touch","hs_lead_time_to_first_outreach","number","Time between lead creation and first outreach activity ","lead_information","false","","true","true","false","false","false","true","HubSpot","Report (15)","26.23%","",""
"Lead Type","hs_lead_type","enumeration","The type of lead. By default, categorize your lead as either a New Business, Existing Business, or Re-attempting","lead_information","false","Inbound New business (NEW_BUSINESS); Inbound Re-attempting (RE_ATTEMPTING); Instagram Outreach New business; Instagram Outreach Re-attempting; Marketing-Driven ABM Meetings; PLG - Upsell Lead; PLG - ICP Subscribed; Ads & Others","false","true","false","false","false","true","HubSpot","Inbounddb lists (6); Automation platform flow (10); Object requirement (1); Report (50); Sales view (18); Properties v3 card (1)","99.91%","",""
"Merged record IDs","hs_merged_object_ids","enumeration","The list of record IDs that have been merged into this record. This value is set automatically by HubSpot.","lead_information","false","","true","true","false","true","false","true","HubSpot","","0%","",""
"Next Activity Date","hs_next_activity_date","datetime","The date of the next activity. Defaults to the date of the primary associated contact. If not present, looks to the date of the primary associated company.","lead_information","false","","true","true","true","false","false","true","HubSpot","Sales view (1); Pipeline object tag (1); Properties v3 card (1)","1.64%","",""
"Next Activity Type","hs_next_activity_type","enumeration","The type of the next activity. Defaults to the type of the primary associated contact. If not present, looks to the type of the primary associated company.","lead_information","false","Call (CALL); Conversation session (CONVERSATION_SESSION); Email reply from contact (INCOMING_EMAIL); Email sent to contact (EMAIL); Forwarded email (FORWARDED_EMAIL); LinkedIn message (LINKEDIN_MESSAGE); Meeting (MEETING); Note (NOTE); Postal mail (POSTAL_MAIL); Publishing task (PUBLISHING_TASK); SMS; Task (TASK); WhatsApp (WHATS_APP)","true","true","true","false","false","true","HubSpot","","1.64%","",""
"Lead Number of Pageviews","hs_num_webpage_views","number","Number of pageviews for the associated contact if it exists. Otherwise the number of pageviews for the associated company.","lead_information","false","","true","true","true","false","false","true","HubSpot","","87.4%","",""
"Record ID","hs_object_id","number","The unique ID for this record. This value is set automatically by HubSpot.","lead_information","false","","true","true","false","false","false","true","HubSpot","Rollup property (1); Flow action (1); Report (17)","100%","",""
"Record source detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created.","lead_information","false","","true","true","false","false","false","true","HubSpot","Automation platform flow (2)","31.41%","",""
"Record source detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created.","lead_information","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created.","lead_information","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source","hs_object_source_label","enumeration","How this record was created.","lead_information","false","","true","true","false","true","false","true","HubSpot","","100%","",""
"Lead Pipeline","hs_pipeline","enumeration","The pipeline that the lead is in","lead_information","false","","false","false","false","true","false","true","HubSpot","Inbounddb lists (1); Automation platform flow (4); Object requirement (1); Sales view (10); Pipeline object tag (12); Controlling conditional options field (3); Properties v3 card (1)","100%","",""
"Lead stage","hs_pipeline_stage","enumeration","","lead_information","false","","false","false","false","true","false","true","HubSpot","Rollup property (2); Inbounddb lists (4); Automation platform flow (16); Object requirement (1); Report (12); Sales view (18); Controlling conditional field (4); Properties v3 card (1)","100%","",""
"Pipeline stage category id","hs_pipeline_stage_category","string","The category id assigned to the lead's current pipeline stage","lead_information","false","","true","true","false","false","false","true","HubSpot","Rollup property (3)","100%","",""
"Pipeline stage category","hs_pipeline_stage_category_v2","enumeration","The category assigned to the lead's current pipeline stage","lead_information","false","Not started (NEW) [READ-ONLY]; In progress (IN_PROGRESS) [READ-ONLY]; Qualified (QUALIFIED) [READ-ONLY]; Disqualified (UNQUALIFIED) [READ-ONLY]","true","true","true","false","false","true","HubSpot","Report (24); Pipeline object tag (8)","100%","",""
"Primary Associated Object Name","hs_primary_associated_object_name","string","The primary associated contact or company name","lead_information","false","","true","true","false","false","false","true","HubSpot","Sales view (10)","100%","",""
"Primary Associated Company Object ID","hs_primary_company_id","number","The object ID of the primary associated company","lead_information","false","","true","true","false","true","false","true","HubSpot","Automation platform flow (2); Flow action (1)","97.24%","",""
"Primary contact enrolled in sequence","hs_primary_contact_enrolled_in_sequence","bool","Indicates whether the lead's primary contact is currently enrolled in a sequence","lead_information","false","Yes (true); No (false)","true","true","false","false","false","true","HubSpot","","100%","",""
"Primary Associated Contact Object ID","hs_primary_contact_id","number","The object ID of the primary associated contact","lead_information","false","","true","true","false","true","false","true","HubSpot","Automation platform flow (2); Sales view (10)","46.42%","",""
"Lead tags","hs_tag_ids","enumeration","List of tag ids applicable to a lead. This property is set automatically by HubSpot.","lead_information","false","","true","true","false","true","false","true","HubSpot","Inbounddb lists (4); Report (5); Sales view (18); Properties v3 card (1)","71.35%","",""
"Updated by user ID","hs_updated_by_user_id","number","The user who last updated this record. This value is set automatically by HubSpot.","lead_information","false","","true","true","false","true","false","true","HubSpot","","97.15%","",""
"Owner assigned date","hubspot_owner_assigneddate","datetime","The most recent timestamp of when an owner was assigned to this record. This value is set automatically by HubSpot.","lead_information","false","","true","true","false","false","false","true","HubSpot","Report (2); Pipeline object tag (1); Properties v3 card (1)","100%","",""
"Lead Owner","hubspot_owner_id","enumeration","Owner of the lead. Defaults to the owner of the primary associated contact. If not present, looks to the owner of the primary associated company.","lead_information","false","","false","true","false","true","false","true","HubSpot","Inbounddb lists (3); Automation platform flow (2); Report (57); Sales view (18); Properties v3 card (1)","100%","",""
"HubSpot Team","hubspot_team_id","enumeration","The primary team of the owner.","lead_information","false","","true","true","false","true","false","true","HubSpot","","100%","",""
"Inbound Lead Marketing Qualification","inbound_lead_marketing_qualification","enumeration","","lead_information","true","🔥MOMENTUM (MOMENTUM); 🔴 HOT (HOT); 🟡 WARM (WARM); 🔵 COOL (COOL); ❄️ COLD (COLD)","false","false","false","false","false","false","Nay Luchetti","","1.9%","",""
"Instagram profile URL (from associated contact)","instagram_profile_url__from_associated_contact_","string","HubSpot automatically populates this lead property with information from the Instagram profile URL field of the associated contact. ","lead_information","false","","true","false","true","false","false","false","Nay Luchetti","Automation platform flow (2); Properties v3 card (1)","0.52%","",""
"Lead Channel","lead_channel","enumeration","What channel originated the lead?","lead_information","true","Inbound; Outbound","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (2); Object requirement (1)","28.9%","",""
"🔍 Lead handoff note","lead_handoff_note","string","Sync from contact","lead_information","false","","true","false","true","false","false","false","Nay Luchetti","Properties v3 card (1)","0.09%","",""
"Newest associated meeting date","newest_associated_meeting_date","datetime","","lead_information","false","","true","false","true","false","false","false","Nay Luchetti","Properties v3 card (1)","6.82%","",""
"SalesCo Lead","salesco_lead","enumeration","","lead_information","true","Yes (true); No (false)","false","false","false","false","false","false","Andrea Laurent","","0%","",""
"Cumulative time in ""Direct Message Replied (Instagram Outreach)""","hs_v2_cumulative_time_in_1096133706","number","The cumulative time in seconds spent by the lead in the 'Direct Message Replied' stage, 'Instagram Outreach' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","12.17%","",""
"Cumulative time in "" Identified (Instagram Outreach)""","hs_v2_cumulative_time_in_1096330048","number","The cumulative time in seconds spent by the lead in the ' Identified' stage, 'Instagram Outreach' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","60.66%","",""
"Cumulative time in ""Direct Message Sent (Instagram Outreach)""","hs_v2_cumulative_time_in_1096330050","number","The cumulative time in seconds spent by the lead in the 'Direct Message Sent' stage, 'Instagram Outreach' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","Automation platform flow (1)","15.53%","",""
"Cumulative time in ""Meeting Scheduled (Instagram Outreach)""","hs_v2_cumulative_time_in_1096330051","number","The cumulative time in seconds spent by the lead in the 'Meeting Scheduled' stage, 'Instagram Outreach' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","1.12%","",""
"Cumulative time in ""Disqualified (Instagram Outreach)""","hs_v2_cumulative_time_in_1096330052","number","The cumulative time in seconds spent by the lead in the 'Disqualified' stage, 'Instagram Outreach' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Attempting to Book Meeting (Instagram Outreach)""","hs_v2_cumulative_time_in_1096407205","number","The cumulative time in seconds spent by the lead in the 'Attempting to Book Meeting' stage, 'Instagram Outreach' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","4.14%","",""
"Cumulative time in ""Meeting Booked (Inbound Marketing)""","hs_v2_cumulative_time_in_1096407215","number","The cumulative time in seconds spent by the lead in the 'Meeting Booked' stage, 'Inbound Marketing' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","2.42%","",""
"Cumulative time in ""New (PLG Leads)""","hs_v2_cumulative_time_in_1162126453","number","The cumulative time in seconds spent by the lead in the 'New' stage, 'PLG Leads' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0.09%","",""
"Cumulative time in ""Attempting (PLG Leads)""","hs_v2_cumulative_time_in_1162126454","number","The cumulative time in seconds spent by the lead in the 'Attempting' stage, 'PLG Leads' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Connected (PLG Leads)""","hs_v2_cumulative_time_in_1162126455","number","The cumulative time in seconds spent by the lead in the 'Connected' stage, 'PLG Leads' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Qualified (PLG Leads)""","hs_v2_cumulative_time_in_1162126456","number","The cumulative time in seconds spent by the lead in the 'Qualified' stage, 'PLG Leads' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Disqualified (PLG Leads)""","hs_v2_cumulative_time_in_1162126457","number","The cumulative time in seconds spent by the lead in the 'Disqualified' stage, 'PLG Leads' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""New (Ads & Others)""","hs_v2_cumulative_time_in_1178245547","number","The cumulative time in seconds spent by the lead in the 'New' stage, 'Ads & Others' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Attempting (Ads & Others)""","hs_v2_cumulative_time_in_1178245548","number","The cumulative time in seconds spent by the lead in the 'Attempting' stage, 'Ads & Others' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Connected (Ads & Others)""","hs_v2_cumulative_time_in_1178245549","number","The cumulative time in seconds spent by the lead in the 'Connected' stage, 'Ads & Others' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Qualified (Ads & Others)""","hs_v2_cumulative_time_in_1178245550","number","The cumulative time in seconds spent by the lead in the 'Qualified' stage, 'Ads & Others' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Disqualified (Ads & Others)""","hs_v2_cumulative_time_in_1178245551","number","The cumulative time in seconds spent by the lead in the 'Disqualified' stage, 'Ads & Others' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Meeting Booked (Marketing-Driven ABM Meetings)""","hs_v2_cumulative_time_in_1208221547","number","The cumulative time in seconds spent by the lead in the 'Meeting Booked' stage, 'Marketing-Driven ABM Meetings' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Meeting Completed (Marketing-Driven ABM Meetings)""","hs_v2_cumulative_time_in_1208221550","number","The cumulative time in seconds spent by the lead in the 'Meeting Completed' stage, 'Marketing-Driven ABM Meetings' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Deal created (Marketing-Driven ABM Meetings)""","hs_v2_cumulative_time_in_1208221551","number","The cumulative time in seconds spent by the lead in the 'Deal created' stage, 'Marketing-Driven ABM Meetings' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Disqualified (Marketing-Driven ABM Meetings)""","hs_v2_cumulative_time_in_1208221552","number","The cumulative time in seconds spent by the lead in the 'Disqualified' stage, 'Marketing-Driven ABM Meetings' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Attempting to connect (Inbound Marketing)""","hs_v2_cumulative_time_in_attempting_stage_id_745667965","number","The cumulative time in seconds spent by the lead in the 'Attempting to connect' stage, 'Inbound Marketing' pipeline","leadstages","false","","true","true","false","false","false","true","HubSpot","","22.78%","",""
